#fuzzer,benchmark,driver,run,execs_done,fuzz_time
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,0,352600,414
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,3,347519,409
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,1,317265,415
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,8,353073,400
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,6,371763,402
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,9,368646,401
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,2,328251,412
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,5,347758,414
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,7,373750,405
aflplusplus,libxml2_2_1,libxml2_xml_reader_for_file_fuzzer,4,360416,417
aflplusplus,openssl_8_1,asn1,0,75249,468
aflplusplus,openssl_8_1,asn1,3,75082,469
aflplusplus,openssl_8_1,asn1,1,76969,468
aflplusplus,openssl_8_1,asn1,8,70979,469
aflplusplus,openssl_8_1,asn1,6,57941,455
aflplusplus,openssl_8_1,asn1,9,50940,465
aflplusplus,openssl_8_1,asn1,2,77235,468
aflplusplus,openssl_8_1,asn1,5,72167,468
aflplusplus,openssl_8_1,asn1,7,76143,468
aflplusplus,openssl_8_1,asn1,4,74490,467
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,0,513060,528
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,3,553929,527
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,1,555093,528
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,8,253201,533
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,6,555462,531
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,9,540733,529
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,2,554646,528
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,5,544741,532
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,7,542328,531
aflplusplus,libxml2_1_2,libxml2_xml_read_memory_fuzzer,4,551509,531
