ffd,sqlite3_20_1,57.28,57.28,57.28,57.28,57.28,57.28,57.28,57.28,57.28,57.28
libfuzzer,libpng_4_1,34.43,34.35,34.51,34.36,34.51,34.36,34.43,34.31,34.35,34.35
libfuzzer,libsndfile_15_1,29.36,29.36,29.36,29.36,29.36,29.36,29.35,29.36,29.35,29.36
libfuzzer,libsndfile_2_1,29.35,29.35,29.36,29.35,29.35,29.36,29.36,29.36,29.36,29.36
libfuzzer,libsndfile_7_1,29.40,29.40,29.41,29.41,29.40,29.40,29.41,29.41,29.41,29.41
libfuzzer,libtiff_10_1,44.91,44.85,45.24,45.22,44.94,45.21,45.15,44.93,45.17,44.87
libfuzzer,libtiff_6_1,44.76,44.77,44.77,44.76,45.09,44.81,45.16,44.87,44.76,44.84
libfuzzer,libtiff_7_1,45.17,44.84,44.83,44.89,44.82,44.83,45.11,44.91,44.91,44.92
libfuzzer,libtiff_9_1,44.78,44.76,44.78,44.76,44.78,45.09,45.03,44.76,44.78,45.07
libfuzzer,libxml2_10_2,20.34,20.34,20.34,20.34,20.34,20.34,20.34,20.34,20.34,20.34
libfuzzer,libxml2_1_2,20.36,20.36,20.36,20.36,20.36,20.35,20.36,20.36,20.35,20.36
libfuzzer,libxml2_12_2,20.36,20.36,20.35,20.36,20.36,20.36,20.36,20.36,20.36,20.36
libfuzzer,libxml2_14_1,22.09,22.08,22.09,22.08,22.08,22.08,22.09,22.08,22.08,22.09
libfuzzer,libxml2_15_1,22.08,22.09,22.08,22.07,22.08,22.08,22.08,22.08,22.09,22.09
